Ensembl,Genes,biotype,lr_proba_positive,rf_proba_positive,svm_proba_positive,min_proba,mean_proba
ENSG00000280080,TBC1D22A-AS1,lncRNA,0.9999999999994478,0.9367335269200456,0.9999999999999699,0.9367335269200456,0.9789111756398211
ENSG00000230309,AL121718.1,lncRNA,0.9999999999993814,0.9174412592433155,0.9999999999999699,0.9174412592433155,0.9724804197475555
ENSG00000224034,LINC02561,lncRNA,0.9999999999993714,0.9420184314217132,0.9999999999999699,0.9420184314217132,0.9806728104736848
ENSG00000272707,AC046143.2,lncRNA,0.999999999999331,0.9310863951574951,0.9999999999999699,0.9310863951574951,0.9770287983855986
ENSG00000287315,AL670729.3,lncRNA,0.9999999999992868,0.9345976083467061,0.9999999999999699,0.9345976083467061,0.9781992027819876
ENSG00000286404,AC011228.2,lncRNA,0.9999999999992075,0.9136794201177522,0.9999999999999699,0.9136794201177522,0.9712264733723098
ENSG00000224031,TCEAL3-AS1,lncRNA,0.9999999999992055,0.9479667344024654,0.9999999999999699,0.9479667344024654,0.9826555781338803
ENSG00000258943,AL049871.1,lncRNA,0.9999999999991835,0.9521755889510954,0.9999999999999699,0.9521755889510954,0.984058529650083
ENSG00000287227,AC021698.1,lncRNA,0.9999999999991704,0.9377740451477894,0.9999999999999699,0.9377740451477894,0.9792580150489766
ENSG00000256008,AC125616.1,lncRNA,0.9999999999991547,0.9460344868226694,0.9999999999999699,0.9460344868226694,0.9820114956072646
ENSG00000254164,AC008663.3,lncRNA,0.9999999999991169,0.9180292687209988,0.9999999999999699,0.9180292687209988,0.9726764229066952
ENSG00000285802,AL450043.1,lncRNA,0.9999999999991094,0.8954036071718955,0.9999999999999699,0.8954036071718955,0.9651345357236583
ENSG00000227374,AL157832.1,lncRNA,0.9999999999990616,0.9408453345084489,0.9999999999999699,0.9408453345084489,0.9802817781691601
ENSG00000261789,AC023830.2,lncRNA,0.9999999999990514,0.9361700310563715,0.9999999999999699,0.9361700310563715,0.9787233436851309
ENSG00000227480,CCDC148-AS1,lncRNA,0.9999999999990241,0.9209758194756739,0.9999999999999699,0.9209758194756739,0.973658606491556
ENSG00000239589,LINC00879,lncRNA,0.9999999999990228,0.9446360601869078,0.9999999999999699,0.9446360601869078,0.9815453533953001
ENSG00000273245,AC092653.1,lncRNA,0.9999999999990177,0.9195936361862936,0.9999999999999699,0.9195936361862936,0.9731978787284271
ENSG00000253475,AC103769.1,lncRNA,0.9999999999989775,0.9150866993128015,0.9999999999999699,0.9150866993128015,0.9716955664372496
ENSG00000223623,AL133268.2,lncRNA,0.9999999999989775,0.9084339450343222,0.9999999999999699,0.9084339450343222,0.9694779816777565
ENSG00000250723,AC016687.2,lncRNA,0.9999999999989739,0.9446425010721363,0.9999999999999699,0.9446425010721363,0.9815475003570268
ENSG00000224086,PPM1F-AS1,lncRNA,0.9999999999989362,0.921371583679964,0.9999999999999699,0.921371583679964,0.9737905278929566
ENSG00000227748,AL138916.1,lncRNA,0.9999999999988514,0.9170337477056779,0.9999999999999699,0.9170337477056779,0.9723445825681664
ENSG00000230923,LINC00309,lncRNA,0.9999999999988398,0.9461952148105849,0.9999999999999699,0.9461952148105849,0.9820650716031315
ENSG00000268555,AC123912.4,lncRNA,0.9999999999988356,0.9373839908978766,0.9999999999999699,0.9373839908978766,0.9791279969655607
ENSG00000225974,AC005550.1,lncRNA,0.9999999999987847,0.9091081891440209,0.9999999999999699,0.9091081891440209,0.9697027297142585
ENSG00000287014,AC087883.2,lncRNA,0.9999999999987601,0.9591705327898059,0.9999999999999699,0.9591705327898059,0.9863901775961786
ENSG00000234915,AL360091.3,lncRNA,0.9999999999987408,0.9026605282031261,0.9999999999999699,0.9026605282031261,0.9675535094006124
ENSG00000232006,AC005537.1,lncRNA,0.9999999999987346,0.9140043358479161,0.9999999999999699,0.9140043358479161,0.9713347786155402
ENSG00000234608,MAPKAPK5-AS1,lncRNA,0.9999999999987266,0.9020817242722207,0.9999999999999699,0.9020817242722207,0.9673605747569723
ENSG00000239911,PRKAG2-AS1,lncRNA,0.9999999999986866,0.9361439844957573,0.9999999999999699,0.9361439844957573,0.978714661498138
ENSG00000286540,AL096854.1,lncRNA,0.9999999999986675,0.9648454181177264,0.9999999999999699,0.9648454181177264,0.9882818060387879
ENSG00000258108,AC009803.2,lncRNA,0.9999999999986557,0.9393151835287197,0.9999999999999699,0.9393151835287197,0.9797717278424485
ENSG00000256637,LINC01965,lncRNA,0.9999999999986402,0.9199647486927667,0.9999999999999699,0.9199647486927667,0.9733215828971256
ENSG00000235575,Z99758.1,lncRNA,0.9999999999985396,0.944722477125456,0.9999999999999699,0.944722477125456,0.9815741590413217
ENSG00000231963,AL662864.1,lncRNA,0.9999999999984996,0.9003240354083679,0.9999999999999699,0.9003240354083679,0.9667746784689458
ENSG00000253585,AP003351.1,lncRNA,0.9999999999984812,0.9108825130132171,0.9999999999999699,0.9108825130132171,0.9702941710038894
ENSG00000233706,AL353689.2,lncRNA,0.9999999999984732,0.9372504552549811,0.9999999999999699,0.9372504552549811,0.9790834850844746
ENSG00000260625,AC026471.2,lncRNA,0.9999999999984319,0.9306973332354606,0.9999999999999699,0.9306973332354606,0.976899111077954
ENSG00000254317,AC022973.5,lncRNA,0.9999999999984055,0.9458473468930403,0.9999999999999699,0.9458473468930403,0.9819491156304719
ENSG00000257989,AC078864.1,lncRNA,0.9999999999983991,0.9432272116575449,0.9999999999999699,0.9432272116575449,0.9810757372186379
ENSG00000235010,AL512622.1,lncRNA,0.9999999999983558,0.9434467374446587,0.9999999999999699,0.9434467374446587,0.9811489124809948
ENSG00000231530,AL157932.1,lncRNA,0.9999999999983396,0.9176391824361051,0.9999999999999699,0.9176391824361051,0.9725463941448048
ENSG00000262810,AC090617.4,lncRNA,0.9999999999982967,0.9091081891440209,0.9999999999999699,0.9091081891440209,0.9697027297140958
ENSG00000248994,AC124852.1,lncRNA,0.9999999999981999,0.9244828725909975,0.9999999999999699,0.9244828725909975,0.9748276241963891
ENSG00000288530,AC078860.3,lncRNA,0.9999999999981961,0.9213456510287176,0.9999999999999699,0.9213456510287176,0.9737818836756279
ENSG00000227356,LINC00866,lncRNA,0.9999999999981934,0.9195936361862936,0.9999999999999699,0.9195936361862936,0.9731978787281523
ENSG00000272834,AL022238.2,lncRNA,0.9999999999981919,0.9327308117651847,0.9999999999999699,0.9327308117651847,0.9775769372544488
ENSG00000261770,AC006504.1,lncRNA,0.999999999998177,0.9091081891440209,0.9999999999999699,0.9091081891440209,0.969702729714056
ENSG00000271584,LINC02550,lncRNA,0.9999999999981479,0.9126384063949347,0.9999999999999699,0.9126384063949347,0.9708794687976842
ENSG00000247796,AC008966.1,lncRNA,0.9999999999981237,0.9462965454062557,0.9999999999999699,0.9462965454062557,0.9820988484681165
ENSG00000287719,AP001531.1,lncRNA,0.9999999999980951,0.927816410768181,0.9999999999999699,0.927816410768181,0.9759388035887486
ENSG00000287336,AL137157.1,lncRNA,0.9999999999980931,0.9054415639605825,0.9999999999999699,0.9054415639605825,0.9684805213195484
ENSG00000258745,AL358334.3,lncRNA,0.9999999999980589,0.9011287300986521,0.9999999999999699,0.9011287300986521,0.967042910032227
ENSG00000234105,AC009468.2,lncRNA,0.9999999999980547,0.9074375884489736,0.9999999999999699,0.9074375884489736,0.9691458628156661
ENSG00000267136,AP005131.1,lncRNA,0.9999999999980442,0.9508144936188342,0.9999999999999699,0.9508144936188342,0.983604831205616
ENSG00000229047,AF127577.1,lncRNA,0.999999999997998,0.9302410076295425,0.9999999999999699,0.9302410076295425,0.9767470025425035
ENSG00000285959,AL590556.3,lncRNA,0.9999999999979841,0.8934864179057632,0.9999999999999699,0.8934864179057632,0.9644954726345724
ENSG00000286617,AC084167.1,lncRNA,0.9999999999979752,0.9177627626493863,0.9999999999999699,0.9177627626493863,0.9725875875491105
ENSG00000227061,AC079779.1,lncRNA,0.9999999999979687,0.9250334921065638,0.9999999999999699,0.9250334921065638,0.9750111640348341
ENSG00000262967,AC005921.2,lncRNA,0.9999999999979676,0.8954162607812448,0.9999999999999699,0.8954162607812448,0.9651387535930608
ENSG00000246100,LINC00900,lncRNA,0.9999999999979647,0.9353984333752807,0.9999999999999699,0.9353984333752807,0.9784661444577384
ENSG00000272774,AC112219.2,lncRNA,0.9999999999979499,0.9518246352011882,0.9999999999999699,0.9518246352011882,0.9839415450663692
ENSG00000268388,FENDRR,lncRNA,0.9999999999979328,0.9238374628632183,0.9999999999999699,0.9238374628632183,0.9746124876203736
ENSG00000251324,LINC01386,lncRNA,0.9999999999979237,0.9174412592433155,0.9999999999999699,0.9174412592433155,0.9724804197470697
ENSG00000271978,AL359643.2,lncRNA,0.9999999999977918,0.9428961072627053,0.9999999999999699,0.9428961072627053,0.9809653690868223
ENSG00000231420,LINC01817,lncRNA,0.9999999999977727,0.9405726917866304,0.9999999999999699,0.9405726917866304,0.9801908972614576
ENSG00000277718,LINC02255,lncRNA,0.9999999999976816,0.9310863951574951,0.9999999999999699,0.9310863951574951,0.9770287983850489
ENSG00000286431,BX842570.1,lncRNA,0.9999999999976805,0.911028549098396,0.9999999999999699,0.911028549098396,0.9703428496986821
ENSG00000271737,AC008608.2,lncRNA,0.9999999999976015,0.9213819865519631,0.9999999999999699,0.9213819865519631,0.9737939955165115
ENSG00000218018,RBM38-AS1,lncRNA,0.9999999999975833,0.9268382540082414,0.9999999999999699,0.9268382540082414,0.9756127513352649
ENSG00000277283,AC004812.2,lncRNA,0.9999999999975542,0.9213072513462857,0.9999999999999699,0.9213072513462857,0.9737690837812699
ENSG00000287775,AC096747.1,lncRNA,0.9999999999975397,0.934571076550042,0.9999999999999699,0.934571076550042,0.9781903588491838
ENSG00000223548,ACSL6-AS1,lncRNA,0.9999999999975109,0.9418987349795211,0.9999999999999699,0.9418987349795211,0.9806329116590007
ENSG00000230120,AL008723.1,lncRNA,0.9999999999974543,0.9413578335482639,0.9999999999999699,0.9413578335482639,0.980452611181896
ENSG00000226005,LINC02660,lncRNA,0.9999999999973961,0.9345223475103323,0.9999999999999699,0.9345223475103323,0.9781741158358993
ENSG00000272523,LINC01023,lncRNA,0.9999999999973865,0.9310863951574951,0.9999999999999699,0.9310863951574951,0.9770287983849505
ENSG00000260803,Z84723.1,lncRNA,0.9999999999973597,0.9104970721066951,0.9999999999999699,0.9104970721066951,0.9701656907013415
ENSG00000237527,AF241725.1,lncRNA,0.9999999999973586,0.8927172110029276,0.9999999999999699,0.8927172110029276,0.9642390703334187
ENSG00000267466,AC021683.1,lncRNA,0.9999999999973133,0.9521755889510954,0.9999999999999699,0.9521755889510954,0.9840585296494595
ENSG00000260572,AC069224.1,lncRNA,0.9999999999972093,0.9367371362555391,0.9999999999999699,0.9367371362555391,0.9789123787509061
ENSG00000273348,AC027449.1,lncRNA,0.9999999999972058,0.9233273922475487,0.9999999999999699,0.9233273922475487,0.9744424640815748
ENSG00000260391,AC022336.2,lncRNA,0.9999999999971558,0.9064770655829641,0.9999999999999699,0.9064770655829641,0.9688256885266967
ENSG00000230010,AL049646.1,lncRNA,0.9999999999971323,0.9015249590109077,0.9999999999999699,0.9015249590109077,0.9671749863360032
ENSG00000263624,AC055811.1,lncRNA,0.9999999999970857,0.9074375884489736,0.9999999999999699,0.9074375884489736,0.969145862815343
ENSG00000255801,AC092746.1,lncRNA,0.9999999999970297,0.9180292687209988,0.9999999999999699,0.9180292687209988,0.9726764229059994
ENSG00000287645,AC092939.1,lncRNA,0.9999999999969753,0.9268382540082414,0.9999999999999699,0.9268382540082414,0.9756127513350622
ENSG00000277288,LINC02881,lncRNA,0.9999999999969715,0.8962425725030736,0.9999999999999699,0.8962425725030736,0.9654141908333383
ENSG00000259035,AL355838.1,lncRNA,0.9999999999969467,0.921371583679964,0.9999999999999699,0.921371583679964,0.9737905278922935
ENSG00000223669,AL357033.2,lncRNA,0.9999999999969245,0.9304005225792338,0.9999999999999699,0.9304005225792338,0.9768001741920428
ENSG00000278153,AL121782.1,lncRNA,0.9999999999967659,0.9150866993128015,0.9999999999999699,0.9150866993128015,0.9716955664365124
ENSG00000274104,AC020910.5,lncRNA,0.999999999996745,0.9301128481056458,0.9999999999999699,0.9301128481056458,0.9767042827007869
ENSG00000255733,IFNG-AS1,lncRNA,0.999999999996706,0.9446360601869078,0.9999999999999699,0.9446360601869078,0.9815453533945279
ENSG00000228839,PIK3IP1-DT,lncRNA,0.9999999999966849,0.9108825130132171,0.9999999999999699,0.9108825130132171,0.9702941710032906
ENSG00000255949,RPS6KB2-AS1,lncRNA,0.9999999999966391,0.9379365592519968,0.9999999999999699,0.9379365592519968,0.9793121864162019
ENSG00000228251,AC012442.1,lncRNA,0.9999999999966307,0.9268382540082414,0.9999999999999699,0.9268382540082414,0.9756127513349474
ENSG00000273838,AL096677.1,lncRNA,0.9999999999966116,0.9423797774522351,0.9999999999999699,0.9423797774522351,0.9807932591496056
ENSG00000286437,AF111169.4,lncRNA,0.999999999996547,0.9456718026682802,0.9999999999999699,0.9456718026682802,0.9818906008882657
ENSG00000287340,AC007222.2,lncRNA,0.9999999999965188,0.9078170518916676,0.9999999999999699,0.9078170518916676,0.9692723506293853
ENSG00000259293,LIPC-AS1,lncRNA,0.9999999999964597,0.9533126545895672,0.9999999999999699,0.9533126545895672,0.9844375515286656
ENSG00000255284,AP006621.3,lncRNA,0.9999999999963447,0.8962425725030736,0.9999999999999699,0.8962425725030736,0.9654141908331294
ENSG00000286508,AC000050.2,lncRNA,0.9999999999963247,0.9377110483990859,0.9999999999999699,0.9377110483990859,0.9792370161317935
ENSG00000249710,AP001961.1,lncRNA,0.9999999999962945,0.9291890540806755,0.9999999999999699,0.9291890540806755,0.97639635135898
ENSG00000230838,LINC01614,lncRNA,0.9999999999962852,0.9084339450343222,0.9999999999999699,0.9084339450343222,0.9694779816768592
ENSG00000287532,AL353689.3,lncRNA,0.9999999999962521,0.9460811979345374,0.9999999999999699,0.9460811979345374,0.9820270659769198
ENSG00000232542,DPYD-IT1,lncRNA,0.9999999999962021,0.9073219363217953,0.9999999999999699,0.9073219363217953,0.9691073121059891
ENSG00000254741,AC067930.1,lncRNA,0.9999999999960807,0.9276514557661028,0.9999999999999699,0.9276514557661028,0.9758838185873845
ENSG00000255660,RERG-AS1,lncRNA,0.9999999999959635,0.9176391824361051,0.9999999999999699,0.9176391824361051,0.9725463941440128
ENSG00000277173,AC004241.4,lncRNA,0.9999999999959632,0.9432272116575449,0.9999999999999699,0.9432272116575449,0.981075737217826
ENSG00000237017,AC245052.4,lncRNA,0.9999999999958473,0.934571076550042,0.9999999999999699,0.934571076550042,0.9781903588486197
ENSG00000260640,AP003115.1,lncRNA,0.9999999999956837,0.9026605282031261,0.9999999999999699,0.9026605282031261,0.9675535093995933
ENSG00000280639,LINC02204,lncRNA,0.9999999999956801,0.936072943577723,0.9999999999999699,0.936072943577723,0.9786909811911243
ENSG00000251575,C5orf64-AS1,lncRNA,0.9999999999956639,0.9206759996511791,0.9999999999999699,0.9206759996511791,0.9735586665489376
ENSG00000233571,AL592043.1,lncRNA,0.9999999999955713,0.9501258100617843,0.9999999999999699,0.9501258100617843,0.9833752700191085
ENSG00000253184,AC011586.1,lncRNA,0.9999999999955544,0.9367335269200456,0.9999999999999699,0.9367335269200456,0.9789111756385234
ENSG00000260037,AC104938.1,lncRNA,0.9999999999955418,0.9112476781666987,0.9999999999999699,0.9112476781666987,0.9704158927207368
ENSG00000287864,AP000345.3,lncRNA,0.9999999999954856,0.9265663320898073,0.9999999999999699,0.9265663320898073,0.9755221106950875
ENSG00000225882,LINC01456,lncRNA,0.9999999999954625,0.9057489899755155,0.9999999999999699,0.9057489899755155,0.9685829966569827
ENSG00000257509,AC073487.1,lncRNA,0.9999999999953475,0.9333612885900334,0.9999999999999699,0.9333612885900334,0.977787096195117
ENSG00000286486,AL590483.4,lncRNA,0.999999999995193,0.9199647486927667,0.9999999999999699,0.9199647486927667,0.9733215828959766
ENSG00000196979,GPRACR,lncRNA,0.9999999999951283,0.9074375884489736,0.9999999999999699,0.9074375884489736,0.9691458628146906
ENSG00000286380,AC084864.2,lncRNA,0.9999999999950862,0.9084339450343222,0.9999999999999699,0.9084339450343222,0.9694779816764595
ENSG00000235538,AL078602.1,lncRNA,0.9999999999950806,0.9450649484004878,0.9999999999999699,0.9450649484004878,0.9816883161318462
ENSG00000232335,AL354864.1,lncRNA,0.9999999999950173,0.9325423000662776,0.9999999999999699,0.9325423000662776,0.9775141000204216
ENSG00000237609,AF064858.2,lncRNA,0.9999999999949958,0.9591705327898059,0.9999999999999699,0.9591705327898059,0.9863901775949239
ENSG00000285692,AC023509.6,lncRNA,0.9999999999948666,0.8978114892721755,0.9999999999999699,0.8978114892721755,0.9659371630890039
ENSG00000228315,GUSBP11,lncRNA,0.9999999999948461,0.92883930566918,0.9999999999999699,0.92883930566918,0.9762797685546653
ENSG00000284839,AC018637.1,lncRNA,0.9999999999947835,0.928229466204347,0.9999999999999699,0.928229466204347,0.9760764887330334
ENSG00000286632,AC008751.3,lncRNA,0.9999999999946554,0.9428961072627053,0.9999999999999699,0.9428961072627053,0.9809653690857769
ENSG00000286383,AC096645.1,lncRNA,0.9999999999944253,0.9074375884489736,0.9999999999999699,0.9074375884489736,0.9691458628144564
ENSG00000261811,LINC02164,lncRNA,0.9999999999944156,0.9460126809980719,0.9999999999999699,0.9460126809980719,0.9820042269974857
ENSG00000235576,LINC01871,lncRNA,0.9999999999943028,0.9064770655829641,0.9999999999999699,0.9064770655829641,0.9688256885257456
ENSG00000227214,HCG15,lncRNA,0.999999999994261,0.9344731704657031,0.9999999999999699,0.9344731704657031,0.9781577234866446
ENSG00000230725,AL035252.2,lncRNA,0.9999999999939904,0.9191600299221132,0.9999999999999699,0.9191600299221132,0.9730533433053578
ENSG00000271218,AL033384.2,lncRNA,0.9999999999939744,0.9049554085041233,0.9999999999999699,0.9049554085041233,0.9683184694993558
ENSG00000225555,AP000320.1,lncRNA,0.9999999999938234,0.928229466204347,0.9999999999999699,0.928229466204347,0.9760764887327134
ENSG00000259953,AL138756.1,lncRNA,0.9999999999938167,0.935077935939497,0.9999999999999699,0.935077935939497,0.9783593119777612
ENSG00000278890,FP325330.2,lncRNA,0.9999999999938038,0.9434467374446587,0.9999999999999699,0.9434467374446587,0.9811489124794774
ENSG00000248399,AL645924.1,lncRNA,0.9999999999936977,0.9253816763808138,0.9999999999999699,0.9253816763808138,0.9751272254581606
ENSG00000271265,AL355297.2,lncRNA,0.9999999999936373,0.9297137518450004,0.9999999999999699,0.9297137518450004,0.9765712506128691
ENSG00000228055,FAM245A,lncRNA,0.9999999999935754,0.9174412592433155,0.9999999999999699,0.9174412592433155,0.9724804197456202
ENSG00000255847,AP003717.1,lncRNA,0.9999999999934106,0.905179518226771,0.9999999999999699,0.905179518226771,0.9683931727400505
ENSG00000249175,AC008534.1,lncRNA,0.9999999999934046,0.9533126545895672,0.9999999999999699,0.9533126545895672,0.9844375515276472
ENSG00000253736,AC022217.3,lncRNA,0.999999999993276,0.8860773555266589,0.9999999999999699,0.8860773555266589,0.9620257851733016
ENSG00000286497,AP001924.2,lncRNA,0.9999999999930758,0.9421867857160089,0.9999999999999699,0.9421867857160089,0.9807289285696849
ENSG00000269246,AC011445.1,lncRNA,0.9999999999929501,0.9494483652460707,0.9999999999999699,0.9494483652460707,0.9831494550796634
ENSG00000281113,AC135068.8,lncRNA,0.9999999999927636,0.9268382540082414,0.9999999999999699,0.9268382540082414,0.9756127513336583
ENSG00000285790,AC021517.3,lncRNA,0.9999999999924787,0.9523996000563411,0.9999999999999699,0.9523996000563411,0.9841332000162631
ENSG00000228153,AL161793.1,lncRNA,0.9999999999924503,0.9033301116112017,0.9999999999999699,0.9033301116112017,0.967776703867874
ENSG00000231538,DPP10-AS3,lncRNA,0.9999999999923732,0.9209758194756739,0.9999999999999699,0.9209758194756739,0.973658606489339
ENSG00000249699,LINC02261,lncRNA,0.9999999999923095,0.9380849852856513,0.9999999999999699,0.9380849852856513,0.9793616617593103
ENSG00000268912,AC012313.5,lncRNA,0.9999999999921338,0.9040783892804679,0.9999999999999699,0.9040783892804679,0.9680261297575239
ENSG00000261357,AC099518.2,lncRNA,0.9999999999919991,0.9361439844957573,0.9999999999999699,0.9361439844957573,0.9787146614959088
ENSG00000221571,RNU6ATAC35P,lncRNA,0.9999999999918914,0.935950331046364,0.9999999999999699,0.935950331046364,0.9786501103460751
ENSG00000249717,PARM1-AS1,lncRNA,0.9999999999918554,0.9253816763808138,0.9999999999999699,0.9253816763808138,0.9751272254575464
ENSG00000259876,AC010333.1,lncRNA,0.9999999999918245,0.9323746606181159,0.9999999999999699,0.9323746606181159,0.9774582202033034
ENSG00000253505,AC103957.1,lncRNA,0.9999999999917897,0.9405726917866304,0.9999999999999699,0.9405726917866304,0.9801908972594634
